n,m,time(s),sat
5,3,0.000025628,True
5,3,0.000025846,True
5,3,0.000024163,True
5,3,0.000025881,True
5,3,0.000024954,True
5,3,0.000023360,True
5,3,0.000026897,True
5,3,0.000025493,True
5,3,0.000027589,True
5,3,0.000025175,True
5,3,0.000023437,True
5,3,0.000027249,True
5,3,0.000367748,True
5,3,0.000026288,True
5,3,0.000024977,True
5,3,0.000023619,True
5,3,0.000025952,True
5,3,0.000024245,True
5,3,0.000026122,True
5,3,0.000025400,True
5,3,0.000027216,True
5,3,0.000026691,True
5,3,0.000024992,True
5,3,0.000025491,True
5,3,0.000025912,True
5,3,0.000025421,True
5,3,0.000026683,True
5,3,0.000024893,True
5,3,0.000024826,True
5,3,0.000027930,True
5,3,0.000024384,True
5,3,0.000026087,True
5,3,0.000025160,True
5,3,0.000028994,True
5,3,0.000024637,True
5,3,0.000026057,True
5,3,0.000023347,True
5,3,0.000025465,True
5,3,0.000025954,True
5,3,0.000027043,True
5,3,0.000024024,True
5,3,0.000026039,True
5,3,0.000025510,True
5,3,0.000027542,True
5,3,0.000024972,True
5,3,0.000026588,True
5,3,0.000023803,True
5,3,0.000026963,True
5,3,0.000024370,True
5,3,0.000026716,True
5,3,0.000026068,True
5,3,0.000024855,True
5,3,0.000026138,True
5,3,0.000025904,True
5,4,0.000024434,True
5,4,0.000026064,True
5,4,0.000025521,True
5,4,0.000026477,True
5,4,0.000025143,True
5,4,0.000027015,True
5,4,0.000027134,True
5,4,0.000026771,True
5,4,0.000025939,True
5,4,0.000024610,True
5,4,0.000026565,True
5,4,0.000024931,True
5,4,0.000025851,True
5,4,0.000026148,True
5,4,0.000025028,True
5,4,0.000029338,True
5,4,0.000029416,True
5,4,0.000028576,True
5,4,0.000027058,True
5,4,0.000031328,True
5,4,0.000026390,True
