name,time_seconds,result
gl_grafo240.11.gml.cnf,0,SAT
gl_grafo2401.17.gml.cnf,1.0,SAT
gl_grafo2403.15.gml.cnf,0,SAT
gl_grafo2408.18.gml.cnf,1.0,SAT
gl_grafo2409.15.gml.cnf,0,SAT
gl_grafo241.16.gml.cnf,0,SAT
gl_grafo2413.16.gml.cnf,1.0,SAT
gl_grafo2414.15.gml.cnf,0,SAT
gl_grafo2415.13.gml.cnf,0,SAT
gl_grafo2417.14.gml.cnf,1.0,SAT
gl_grafo2418.17.gml.cnf,1.0,SAT
gl_grafo2419.14.gml.cnf,0,SAT
gl_grafo242.14.gml.cnf,0,SAT
gl_grafo2420.16.gml.cnf,0,SAT
gl_grafo2421.17.gml.cnf,1.0,SAT
gl_grafo2422.20.gml.cnf,1.0,SAT
gl_grafo2425.19.gml.cnf,1.0,SAT
gl_grafo2426.12.gml.cnf,0,SAT
gl_grafo2427.19.gml.cnf,0,SAT
gl_grafo2428.19.gml.cnf,2.0,SAT
gl_grafo2430.14.gml.cnf,0,SAT
gl_grafo2432.15.gml.cnf,0,SAT
gl_grafo2433.11.gml.cnf,0,SAT
gl_grafo2435.18.gml.cnf,1.0,SAT
gl_grafo2438.18.gml.cnf,0,SAT
gl_grafo2439.12.gml.cnf,0,SAT
gl_grafo244.20.gml.cnf,0,SAT
gl_grafo2440.16.gml.cnf,0,SAT
gl_grafo2441.16.gml.cnf,1.0,SAT
gl_grafo2442.14.gml.cnf,0,SAT
gl_grafo2448.15.gml.cnf,0,SAT
gl_grafo2449.19.gml.cnf,1.0,SAT
gl_grafo2450.14.gml.cnf,0,SAT
gl_grafo2451.17.gml.cnf,0,SAT
gl_grafo2458.12.gml.cnf,0,SAT
gl_grafo2459.15.gml.cnf,1.0,SAT
gl_grafo246.11.gml.cnf,0,SAT
gl_grafo2460.14.gml.cnf,0,SAT
gl_grafo2461.18.gml.cnf,1.0,SAT
gl_grafo2466.14.gml.cnf,0,SAT
gl_grafo2467.16.gml.cnf,2.0,SAT
gl_grafo2468.15.gml.cnf,1.0,SAT
gl_grafo247.15.gml.cnf,0,SAT
gl_grafo2470.16.gml.cnf,0,SAT
gl_grafo2471.14.gml.cnf,1.0,SAT
gl_grafo2480.18.gml.cnf,0,SAT
gl_grafo2481.15.gml.cnf,0,SAT
gl_grafo2482.15.gml.cnf,1.0,SAT
gl_grafo2484.17.gml.cnf,0,SAT
gl_grafo2485.13.gml.cnf,0,SAT
gl_grafo2486.15.gml.cnf,1.0,SAT
gl_grafo2487.15.gml.cnf,0,SAT
gl_grafo2488.13.gml.cnf,0,SAT
gl_grafo2489.19.gml.cnf,0,SAT
gl_grafo2491.18.gml.cnf,1.0,SAT
gl_grafo2493.16.gml.cnf,1.0,SAT
gl_grafo2494.17.gml.cnf,0,SAT
gl_grafo2495.16.gml.cnf,0,SAT
gl_grafo250.13.gml.cnf,1.0,SAT
gl_grafo2500.12.gml.cnf,0,SAT
gl_grafo2501.19.gml.cnf,0,SAT
gl_grafo2502.15.gml.cnf,1.0,SAT
gl_grafo2505.13.gml.cnf,0,SAT
gl_grafo2507.17.gml.cnf,1.0,SAT
gl_grafo251.20.gml.cnf,0,SAT
gl_grafo2511.10.gml.cnf,0,SAT
gl_grafo2512.12.gml.cnf,0,SAT
gl_grafo2514.15.gml.cnf,1.0,SAT
gl_grafo2515.12.gml.cnf,0,SAT
gl_grafo2518.13.gml.cnf,0,SAT
gl_grafo252.12.gml.cnf,1.0,SAT
gl_grafo2520.17.gml.cnf,0,SAT
gl_grafo2525.16.gml.cnf,1.0,SAT
gl_grafo2526.13.gml.cnf,0,SAT
gl_grafo2527.14.gml.cnf,0,SAT
gl_grafo253.15.gml.cnf,0,SAT
gl_grafo2532.14.gml.cnf,0,SAT
gl_grafo2533.18.gml.cnf,1.0,SAT
gl_grafo2537.16.gml.cnf,0,SAT
gl_grafo2538.10.gml.cnf,1.0,SAT
gl_grafo254.10.gml.cnf,0,SAT
gl_grafo2541.14.gml.cnf,0,SAT
gl_grafo2542.16.gml.cnf,0,SAT
gl_grafo2545.20.gml.cnf,1.0,SAT
gl_grafo2546.19.gml.cnf,1.0,SAT
gl_grafo2547.17.gml.cnf,0,SAT
gl_grafo2549.16.gml.cnf,1.0,SAT
gl_grafo255.14.gml.cnf,0,SAT
gl_grafo2553.18.gml.cnf,1.0,SAT
gl_grafo2554.20.gml.cnf,1.0,SAT
gl_grafo2555.14.gml.cnf,0,SAT
gl_grafo2556.18.gml.cnf,2.0,SAT
gl_grafo2559.13.gml.cnf,0,SAT
gl_grafo256.12.gml.cnf,0,SAT
gl_grafo2560.15.gml.cnf,1.0,SAT
gl_grafo2561.14.gml.cnf,0,SAT
gl_grafo2562.19.gml.cnf,0,SAT
gl_grafo2563.14.gml.cnf,0,SAT
gl_grafo2564.20.gml.cnf,1.0,SAT
gl_grafo2565.17.gml.cnf,0,SAT
gl_grafo2567.13.gml.cnf,0,SAT
gl_grafo2568.15.gml.cnf,1.0,SAT
gl_grafo2569.14.gml.cnf,0,SAT
gl_grafo257.10.gml.cnf,0,SAT
gl_grafo2570.15.gml.cnf,0,SAT
gl_grafo2574.15.gml.cnf,0,SAT
gl_grafo2575.13.gml.cnf,0,SAT
gl_grafo2576.18.gml.cnf,1.0,SAT
gl_grafo2577.17.gml.cnf,0,SAT
gl_grafo2579.11.gml.cnf,1.0,SAT
gl_grafo258.13.gml.cnf,0,SAT
gl_grafo2580.15.gml.cnf,1.0,SAT
gl_grafo2583.16.gml.cnf,0,SAT
gl_grafo2584.16.gml.cnf,0,SAT
gl_grafo2585.16.gml.cnf,0,SAT
gl_grafo2586.15.gml.cnf,0,SAT
gl_grafo259.12.gml.cnf,0,SAT
gl_grafo2590.14.gml.cnf,0,SAT
gl_grafo2591.15.gml.cnf,0,SAT
gl_grafo2592.12.gml.cnf,1.0,SAT
gl_grafo2594.17.gml.cnf,0,SAT
gl_grafo2595.13.gml.cnf,0,SAT
gl_grafo2597.15.gml.cnf,1.0,SAT
gl_grafo2599.13.gml.cnf,0,SAT
gl_grafo260.14.gml.cnf,0,SAT
gl_grafo2601.17.gml.cnf,1.0,SAT
gl_grafo2604.18.gml.cnf,0,SAT
gl_grafo2607.12.gml.cnf,0,SAT
gl_grafo2608.18.gml.cnf,1.0,SAT
gl_grafo2609.15.gml.cnf,0,SAT
gl_grafo261.14.gml.cnf,0,SAT
gl_grafo2610.17.gml.cnf,1.0,SAT
gl_grafo2611.20.gml.cnf,1.0,SAT
gl_grafo2613.15.gml.cnf,0,SAT
gl_grafo2614.16.gml.cnf,1.0,SAT
gl_grafo2615.17.gml.cnf,1.0,SAT
gl_grafo2619.15.gml.cnf,0,SAT
gl_grafo262.11.gml.cnf,0,SAT
gl_grafo2620.13.gml.cnf,1.0,SAT
gl_grafo2621.14.gml.cnf,0,SAT
gl_grafo2625.14.gml.cnf,0,SAT
gl_grafo2626.15.gml.cnf,1.0,SAT
gl_grafo2628.10.gml.cnf,0,SAT
gl_grafo263.11.gml.cnf,0,SAT
gl_grafo2632.19.gml.cnf,2.0,SAT
gl_grafo2633.17.gml.cnf,0,SAT
gl_grafo2634.14.gml.cnf,0,SAT
gl_grafo2636.16.gml.cnf,1.0,SAT
gl_grafo264.17.gml.cnf,0,SAT
gl_grafo2640.19.gml.cnf,17.0,SAT
gl_grafo2641.17.gml.cnf,0,SAT
gl_grafo2642.13.gml.cnf,0,SAT
gl_grafo2643.19.gml.cnf,2.0,SAT
gl_grafo2644.17.gml.cnf,0,SAT
gl_grafo2645.13.gml.cnf,0,SAT
gl_grafo2646.16.gml.cnf,1.0,SAT
gl_grafo2647.17.gml.cnf,0,SAT
gl_grafo265.10.gml.cnf,0,SAT
gl_grafo2651.12.gml.cnf,0,SAT
gl_grafo2652.16.gml.cnf,1.0,SAT
gl_grafo2653.14.gml.cnf,0,SAT
gl_grafo2655.18.gml.cnf,1.0,SAT
gl_grafo2658.18.gml.cnf,1.0,SAT
gl_grafo2659.13.gml.cnf,0,SAT
gl_grafo266.13.gml.cnf,0,SAT
gl_grafo2662.19.gml.cnf,1.0,SAT
gl_grafo2663.12.gml.cnf,1.0,SAT
gl_grafo2665.12.gml.cnf,0,SAT
gl_grafo2668.12.gml.cnf,0,SAT
gl_grafo2669.13.gml.cnf,1.0,SAT
gl_grafo267.11.gml.cnf,0,SAT
gl_grafo2670.20.gml.cnf,1.0,SAT
gl_grafo2673.11.gml.cnf,0,SAT
gl_grafo2674.18.gml.cnf,1.0,SAT
gl_grafo2675.12.gml.cnf,0,SAT
gl_grafo2679.17.gml.cnf,1.0,SAT
gl_grafo268.15.gml.cnf,0,SAT
gl_grafo2680.17.gml.cnf,0,SAT
gl_grafo2681.15.gml.cnf,0,SAT
gl_grafo2682.17.gml.cnf,0,SAT
gl_grafo2683.13.gml.cnf,0,SAT
gl_grafo2688.17.gml.cnf,0,SAT
gl_grafo269.12.gml.cnf,1.0,SAT
gl_grafo2693.13.gml.cnf,0,SAT
gl_grafo2697.16.gml.cnf,1.0,SAT
gl_grafo2698.16.gml.cnf,0,SAT
gl_grafo270.20.gml.cnf,0,SAT
gl_grafo2701.20.gml.cnf,2.0,SAT
gl_grafo2705.15.gml.cnf,0,SAT
gl_grafo2706.13.gml.cnf,0,SAT
gl_grafo2707.12.gml.cnf,0,SAT
gl_grafo2709.15.gml.cnf,1.0,SAT
gl_grafo2714.11.gml.cnf,0,SAT
gl_grafo2715.18.gml.cnf,0,SAT
gl_grafo2716.14.gml.cnf,0,SAT
gl_grafo2717.17.gml.cnf,0,SAT
gl_grafo2718.20.gml.cnf,3.0,SAT
gl_grafo272.14.gml.cnf,0,SAT
gl_grafo2720.14.gml.cnf,0,SAT
gl_grafo2723.18.gml.cnf,1.0,SAT
gl_grafo2728.16.gml.cnf,0,SAT
gl_grafo273.11.gml.cnf,0,SAT
gl_grafo2730.15.gml.cnf,0,SAT
gl_grafo2731.18.gml.cnf,1.0,SAT
gl_grafo2733.14.gml.cnf,0,SAT
gl_grafo2736.16.gml.cnf,0,SAT
gl_grafo2738.14.gml.cnf,0,SAT
gl_grafo274.17.gml.cnf,1.0,SAT
gl_grafo2740.15.gml.cnf,0,SAT
gl_grafo2744.18.gml.cnf,1.0,SAT
gl_grafo2745.17.gml.cnf,1.0,SAT
gl_grafo2747.16.gml.cnf,0,SAT
gl_grafo275.16.gml.cnf,1.0,SAT
gl_grafo2750.17.gml.cnf,0,SAT
gl_grafo2751.16.gml.cnf,1.0,SAT
gl_grafo2752.15.gml.cnf,0,SAT
gl_grafo2753.18.gml.cnf,0,SAT
gl_grafo2754.16.gml.cnf,1.0,SAT
gl_grafo2758.17.gml.cnf,1.0,SAT
gl_grafo2759.16.gml.cnf,0,SAT
gl_grafo276.17.gml.cnf,0,SAT
gl_grafo2763.20.gml.cnf,2.0,SAT
gl_grafo2764.16.gml.cnf,1.0,SAT
gl_grafo2765.18.gml.cnf,0,SAT
gl_grafo2767.20.gml.cnf,2.0,SAT
gl_grafo2768.18.gml.cnf,0,SAT
gl_grafo277.13.gml.cnf,0,SAT
gl_grafo2772.14.gml.cnf,0,SAT
gl_grafo2773.14.gml.cnf,1.0,SAT
gl_grafo2776.20.gml.cnf,2.0,SAT
gl_grafo278.12.gml.cnf,0,SAT
gl_grafo2780.17.gml.cnf,1.0,SAT
gl_grafo2782.17.gml.cnf,0,SAT
gl_grafo2783.15.gml.cnf,0,SAT
gl_grafo2784.16.gml.cnf,0,SAT
gl_grafo2785.14.gml.cnf,0,SAT
gl_grafo279.16.gml.cnf,0,SAT
gl_grafo2790.16.gml.cnf,0,SAT
gl_grafo2791.15.gml.cnf,1.0,SAT
gl_grafo2792.11.gml.cnf,0,SAT
gl_grafo2796.19.gml.cnf,0,SAT
gl_grafo2797.15.gml.cnf,0,SAT
gl_grafo2798.16.gml.cnf,0,SAT
gl_grafo2799.16.gml.cnf,0,SAT
gl_grafo280.11.gml.cnf,1.0,SAT
gl_grafo2802.17.gml.cnf,0,SAT
gl_grafo2803.14.gml.cnf,0,SAT
gl_grafo2804.19.gml.cnf,2.0,SAT
gl_grafo2805.18.gml.cnf,1.0,SAT
gl_grafo2806.15.gml.cnf,0,SAT
gl_grafo2809.11.gml.cnf,1.0,SAT
gl_grafo281.14.gml.cnf,0,SAT
gl_grafo2810.12.gml.cnf,0,SAT
gl_grafo2812.11.gml.cnf,0,SAT
gl_grafo2816.18.gml.cnf,1.0,SAT
gl_grafo2817.15.gml.cnf,0,SAT
gl_grafo2818.18.gml.cnf,1.0,SAT
gl_grafo282.14.gml.cnf,0,SAT
gl_grafo2820.14.gml.cnf,0,SAT
gl_grafo2823.17.gml.cnf,1.0,SAT
gl_grafo2824.12.gml.cnf,0,SAT
gl_grafo2825.18.gml.cnf,0,SAT
gl_grafo2829.17.gml.cnf,1.0,SAT
gl_grafo2830.14.gml.cnf,1.0,SAT
gl_grafo2832.13.gml.cnf,0,SAT
gl_grafo2835.17.gml.cnf,0,SAT
gl_grafo2841.17.gml.cnf,0,SAT
gl_grafo2842.13.gml.cnf,0,SAT
gl_grafo2844.19.gml.cnf,2.0,SAT
gl_grafo2845.14.gml.cnf,0,SAT
gl_grafo2847.18.gml.cnf,1.0,SAT
gl_grafo2849.17.gml.cnf,0,SAT
gl_grafo285.14.gml.cnf,1.0,SAT
gl_grafo2850.14.gml.cnf,0,SAT
gl_grafo2852.16.gml.cnf,0,SAT
gl_grafo2855.12.gml.cnf,0,SAT
gl_grafo2856.16.gml.cnf,1.0,SAT
gl_grafo2858.19.gml.cnf,0,SAT
gl_grafo286.18.gml.cnf,1.0,SAT
gl_grafo2860.18.gml.cnf,0,SAT
gl_grafo2861.16.gml.cnf,1.0,SAT
gl_grafo2862.17.gml.cnf,0,SAT
gl_grafo2866.17.gml.cnf,1.0,SAT
gl_grafo2867.12.gml.cnf,0,SAT
gl_grafo2868.17.gml.cnf,1.0,SAT
gl_grafo287.19.gml.cnf,1.0,SAT
gl_grafo2870.14.gml.cnf,1.0,SAT
gl_grafo2871.17.gml.cnf,0,SAT
gl_grafo2872.13.gml.cnf,1.0,SAT
gl_grafo2878.19.gml.cnf,1.0,SAT
gl_grafo288.15.gml.cnf,0,SAT
gl_grafo2880.16.gml.cnf,1.0,SAT
gl_grafo2882.17.gml.cnf,2.0,SAT
gl_grafo2883.15.gml.cnf,0,SAT
gl_grafo2884.18.gml.cnf,0,SAT
gl_grafo2885.16.gml.cnf,1.0,SAT
gl_grafo2887.15.gml.cnf,0,SAT
gl_grafo2889.18.gml.cnf,0,SAT
gl_grafo2890.12.gml.cnf,0,SAT
gl_grafo2891.17.gml.cnf,0,SAT
gl_grafo2893.16.gml.cnf,1.0,SAT
gl_grafo2894.13.gml.cnf,0,SAT
gl_grafo2895.15.gml.cnf,0,SAT
gl_grafo2896.10.gml.cnf,0,SAT
gl_grafo2898.14.gml.cnf,0,SAT
gl_grafo290.18.gml.cnf,1.0,SAT
gl_grafo2900.14.gml.cnf,0,SAT
gl_grafo2901.13.gml.cnf,0,SAT
gl_grafo2902.17.gml.cnf,1.0,SAT
gl_grafo2903.15.gml.cnf,0,SAT
gl_grafo2907.18.gml.cnf,1.0,SAT
gl_grafo2908.13.gml.cnf,0,SAT
gl_grafo291.20.gml.cnf,2.0,SAT
gl_grafo2910.14.gml.cnf,0,SAT
gl_grafo2911.15.gml.cnf,0,SAT
gl_grafo2916.16.gml.cnf,0,SAT
gl_grafo2917.14.gml.cnf,1.0,SAT
gl_grafo2918.16.gml.cnf,0,SAT
gl_grafo2919.14.gml.cnf,0,SAT
gl_grafo292.16.gml.cnf,0,SAT
gl_grafo2921.15.gml.cnf,0,SAT
gl_grafo2922.20.gml.cnf,1.0,SAT
gl_grafo2924.17.gml.cnf,1.0,SAT
gl_grafo2926.14.gml.cnf,0,SAT
gl_grafo2927.13.gml.cnf,0,SAT
gl_grafo2928.15.gml.cnf,0,SAT
gl_grafo293.17.gml.cnf,0,SAT
gl_grafo2931.11.gml.cnf,1.0,SAT
gl_grafo2933.16.gml.cnf,1.0,SAT
gl_grafo2934.19.gml.cnf,0,SAT
gl_grafo2935.11.gml.cnf,0,SAT
gl_grafo2936.12.gml.cnf,1.0,SAT
gl_grafo2938.12.gml.cnf,0,SAT
gl_grafo2939.19.gml.cnf,0,SAT
gl_grafo2940.19.gml.cnf,0,SAT
gl_grafo2944.12.gml.cnf,0,SAT
gl_grafo2946.11.gml.cnf,0,SAT
gl_grafo2949.12.gml.cnf,0,SAT
gl_grafo295.15.gml.cnf,0,SAT
gl_grafo2951.19.gml.cnf,1.0,SAT
gl_grafo2953.11.gml.cnf,0,SAT
gl_grafo2964.11.gml.cnf,0,SAT
gl_grafo297.15.gml.cnf,1.0,SAT
gl_grafo2971.11.gml.cnf,0,SAT
gl_grafo2976.18.gml.cnf,0,SAT
gl_grafo2979.11.gml.cnf,0,SAT
gl_grafo298.20.gml.cnf,0,SAT
gl_grafo2987.17.gml.cnf,0,SAT
gl_grafo2989.20.gml.cnf,1.0,SAT
gl_grafo299.19.gml.cnf,4.0,SAT
gl_grafo2995.20.gml.cnf,0,SAT
gl_grafo2998.18.gml.cnf,1.0,SAT
gl_grafo300.13.gml.cnf,0,SAT
gl_grafo3009.17.gml.cnf,1.0,SAT
gl_grafo301.17.gml.cnf,0,SAT
gl_grafo3010.19.gml.cnf,3.0,SAT
gl_grafo3017.20.gml.cnf,2.0,SAT
gl_grafo302.17.gml.cnf,0,SAT
gl_grafo3024.10.gml.cnf,0,SAT
gl_grafo303.11.gml.cnf,0,SAT
gl_grafo3031.16.gml.cnf,1.0,SAT
gl_grafo304.15.gml.cnf,0,SAT
gl_grafo3042.14.gml.cnf,0,SAT
gl_grafo3049.20.gml.cnf,1.0,SAT
gl_grafo305.16.gml.cnf,1.0,SAT
gl_grafo3051.20.gml.cnf,1.0,SAT
gl_grafo3052.20.gml.cnf,3.0,SAT
gl_grafo3054.18.gml.cnf,1.0,SAT
gl_grafo306.18.gml.cnf,0,SAT
gl_grafo3065.17.gml.cnf,1.0,SAT
gl_grafo307.13.gml.cnf,0,SAT
gl_grafo3073.11.gml.cnf,0,SAT
gl_grafo308.14.gml.cnf,0,SAT
gl_grafo3087.14.gml.cnf,1.0,SAT
gl_grafo3091.11.gml.cnf,0,SAT
gl_grafo3097.11.gml.cnf,0,SAT
gl_grafo3098.18.gml.cnf,2.0,SAT
gl_grafo310.14.gml.cnf,0,SAT
gl_grafo3101.11.gml.cnf,0,SAT
gl_grafo311.16.gml.cnf,0,SAT
gl_grafo3112.13.gml.cnf,0,SAT
gl_grafo3113.11.gml.cnf,0,SAT
gl_grafo313.11.gml.cnf,0,SAT
gl_grafo314.18.gml.cnf,2.0,SAT
gl_grafo315.14.gml.cnf,0,SAT
gl_grafo316.11.gml.cnf,0,SAT
gl_grafo317.13.gml.cnf,0,SAT
gl_grafo318.20.gml.cnf,1.0,SAT
gl_grafo321.15.gml.cnf,0,SAT
gl_grafo322.16.gml.cnf,0,SAT
gl_grafo323.15.gml.cnf,0,SAT
gl_grafo324.11.gml.cnf,0,SAT
gl_grafo325.13.gml.cnf,0,SAT
gl_grafo326.14.gml.cnf,0,SAT
gl_grafo327.10.gml.cnf,0,SAT
gl_grafo328.10.gml.cnf,0,SAT
gl_grafo329.17.gml.cnf,0,SAT
gl_grafo330.15.gml.cnf,0,SAT
gl_grafo331.15.gml.cnf,1.0,SAT
gl_grafo333.19.gml.cnf,0,SAT
gl_grafo334.12.gml.cnf,0,SAT
gl_grafo335.13.gml.cnf,0,SAT
gl_grafo337.15.gml.cnf,1.0,SAT
gl_grafo338.15.gml.cnf,1.0,SAT
gl_grafo339.18.gml.cnf,0,SAT
gl_grafo340.15.gml.cnf,0,SAT
gl_grafo342.16.gml.cnf,0,SAT
gl_grafo343.14.gml.cnf,0,SAT
gl_grafo345.14.gml.cnf,1.0,SAT
gl_grafo346.19.gml.cnf,1.0,SAT
gl_grafo347.13.gml.cnf,0,SAT
gl_grafo348.20.gml.cnf,1.0,SAT
gl_grafo349.13.gml.cnf,0,SAT
gl_grafo351.13.gml.cnf,1.0,SAT
gl_grafo352.12.gml.cnf,0,SAT
gl_grafo353.13.gml.cnf,0,SAT
gl_grafo354.12.gml.cnf,0,SAT
gl_grafo355.14.gml.cnf,0,SAT
gl_grafo356.19.gml.cnf,1.0,SAT
gl_grafo357.14.gml.cnf,0,SAT
gl_grafo360.17.gml.cnf,1.0,SAT
gl_grafo361.13.gml.cnf,0,SAT
gl_grafo362.19.gml.cnf,3.0,SAT
gl_grafo363.10.gml.cnf,0,SAT
gl_grafo364.14.gml.cnf,0,SAT
gl_grafo366.16.gml.cnf,0,SAT
gl_grafo367.14.gml.cnf,1.0,SAT
gl_grafo368.11.gml.cnf,0,SAT
gl_grafo369.20.gml.cnf,0,SAT
gl_grafo370.14.gml.cnf,1.0,SAT
gl_grafo371.14.gml.cnf,0,SAT
gl_grafo373.13.gml.cnf,0,SAT
gl_grafo374.18.gml.cnf,1.0,SAT
gl_grafo375.17.gml.cnf,0,SAT
gl_grafo376.10.gml.cnf,0,SAT
gl_grafo377.13.gml.cnf,0,SAT
gl_grafo378.14.gml.cnf,1.0,SAT
gl_grafo379.15.gml.cnf,0,SAT
gl_grafo382.15.gml.cnf,0,SAT
gl_grafo383.12.gml.cnf,0,SAT
gl_grafo384.19.gml.cnf,0,SAT
gl_grafo385.17.gml.cnf,1.0,SAT
gl_grafo386.15.gml.cnf,1.0,SAT
gl_grafo387.13.gml.cnf,0,SAT
gl_grafo388.13.gml.cnf,0,SAT
gl_grafo389.19.gml.cnf,1.0,SAT
gl_grafo390.13.gml.cnf,0,SAT
gl_grafo391.15.gml.cnf,0,SAT
gl_grafo392.13.gml.cnf,0,SAT
gl_grafo393.13.gml.cnf,0,SAT
gl_grafo394.11.gml.cnf,0,SAT
gl_grafo396.15.gml.cnf,1.0,SAT
gl_grafo397.11.gml.cnf,0,SAT
gl_grafo399.15.gml.cnf,0,SAT
gl_grafo400.16.gml.cnf,0,SAT
gl_grafo401.11.gml.cnf,1.0,SAT
gl_grafo402.10.gml.cnf,0,SAT
gl_grafo403.14.gml.cnf,0,SAT
gl_grafo404.12.gml.cnf,0,SAT
gl_grafo405.16.gml.cnf,0,SAT
gl_grafo406.13.gml.cnf,1.0,SAT
gl_grafo407.10.gml.cnf,0,SAT
gl_grafo408.11.gml.cnf,0,SAT
gl_grafo409.19.gml.cnf,1.0,SAT
gl_grafo410.14.gml.cnf,0,SAT
gl_grafo411.16.gml.cnf,1.0,SAT
gl_grafo413.20.gml.cnf,0,SAT
gl_grafo414.14.gml.cnf,0,SAT
gl_grafo415.17.gml.cnf,1.0,SAT
gl_grafo416.18.gml.cnf,2.0,SAT
gl_grafo417.13.gml.cnf,0,SAT
gl_grafo418.16.gml.cnf,1.0,SAT
gl_grafo419.15.gml.cnf,0,SAT
gl_grafo420.17.gml.cnf,1.0,SAT
gl_grafo421.16.gml.cnf,0,SAT
gl_grafo422.17.gml.cnf,0,SAT
gl_grafo423.19.gml.cnf,2.0,SAT
gl_grafo424.18.gml.cnf,0,SAT
gl_grafo425.13.gml.cnf,0,SAT
gl_grafo426.19.gml.cnf,3.0,SAT
gl_grafo428.19.gml.cnf,0,SAT
gl_grafo429.20.gml.cnf,2.0,SAT
gl_grafo430.13.gml.cnf,0,SAT
gl_grafo431.13.gml.cnf,0,SAT
gl_grafo432.19.gml.cnf,1.0,SAT
gl_grafo434.20.gml.cnf,2.0,SAT
gl_grafo435.12.gml.cnf,0,SAT
gl_grafo436.12.gml.cnf,0,SAT
gl_grafo437.12.gml.cnf,0,SAT
gl_grafo439.11.gml.cnf,0,SAT
gl_grafo440.13.gml.cnf,0,SAT
gl_grafo441.11.gml.cnf,1.0,SAT
gl_grafo442.12.gml.cnf,0,SAT
gl_grafo443.13.gml.cnf,0,SAT
gl_grafo444.16.gml.cnf,1.0,SAT
gl_grafo446.17.gml.cnf,0,SAT
gl_grafo447.14.gml.cnf,0,SAT
gl_grafo448.11.gml.cnf,0,SAT
gl_grafo449.18.gml.cnf,1.0,SAT
gl_grafo452.14.gml.cnf,0,SAT
gl_grafo453.12.gml.cnf,0,SAT
gl_grafo454.17.gml.cnf,0,SAT
gl_grafo455.10.gml.cnf,1.0,SAT
gl_grafo457.12.gml.cnf,0,SAT
gl_grafo458.14.gml.cnf,0,SAT
gl_grafo459.17.gml.cnf,1.0,SAT
gl_grafo460.10.gml.cnf,0,SAT
gl_grafo461.10.gml.cnf,0,SAT
gl_grafo462.10.gml.cnf,0,SAT
gl_grafo463.15.gml.cnf,0,SAT
gl_grafo464.17.gml.cnf,2.0,SAT
gl_grafo465.10.gml.cnf,0,SAT
gl_grafo466.10.gml.cnf,0,SAT
gl_grafo467.15.gml.cnf,0,SAT
gl_grafo468.19.gml.cnf,1.0,SAT
gl_grafo469.18.gml.cnf,0,SAT
gl_grafo470.17.gml.cnf,0,SAT
gl_grafo471.18.gml.cnf,1.0,SAT
gl_grafo472.12.gml.cnf,0,SAT
gl_grafo473.10.gml.cnf,0,SAT
gl_grafo474.10.gml.cnf,0,SAT
gl_grafo475.15.gml.cnf,0,SAT
gl_grafo476.19.gml.cnf,6.0,SAT
gl_grafo477.13.gml.cnf,0,SAT
gl_grafo479.17.gml.cnf,0,SAT
gl_grafo480.15.gml.cnf,0,SAT
gl_grafo482.13.gml.cnf,0,SAT
gl_grafo483.15.gml.cnf,1.0,SAT
gl_grafo485.16.gml.cnf,0,SAT
gl_grafo486.13.gml.cnf,0,SAT
gl_grafo487.14.gml.cnf,1.0,SAT
gl_grafo489.14.gml.cnf,0,SAT
gl_grafo491.12.gml.cnf,0,SAT
gl_grafo492.18.gml.cnf,0,SAT
gl_grafo493.12.gml.cnf,0,SAT
gl_grafo494.13.gml.cnf,1.0,SAT
gl_grafo495.20.gml.cnf,0,SAT
gl_grafo496.15.gml.cnf,0,SAT
gl_grafo497.15.gml.cnf,0,SAT
gl_grafo498.12.gml.cnf,1.0,SAT
gl_grafo500.15.gml.cnf,0,SAT
gl_grafo501.13.gml.cnf,0,SAT
gl_grafo502.20.gml.cnf,1.0,SAT
gl_grafo503.11.gml.cnf,0,SAT
gl_grafo505.13.gml.cnf,0,SAT
gl_grafo508.20.gml.cnf,1.0,SAT
gl_grafo510.13.gml.cnf,0,SAT
gl_grafo511.13.gml.cnf,0,SAT
gl_grafo512.16.gml.cnf,0,SAT
gl_grafo513.10.gml.cnf,0,SAT
gl_grafo514.13.gml.cnf,0,SAT
gl_grafo515.11.gml.cnf,1.0,SAT
gl_grafo516.15.gml.cnf,0,SAT
gl_grafo517.17.gml.cnf,1.0,SAT
gl_grafo518.15.gml.cnf,0,SAT
gl_grafo519.12.gml.cnf,0,SAT
gl_grafo520.14.gml.cnf,0,SAT
gl_grafo521.20.gml.cnf,1.0,SAT
gl_grafo523.20.gml.cnf,1.0,SAT
gl_grafo524.14.gml.cnf,0,SAT
gl_grafo525.16.gml.cnf,0,SAT
gl_grafo526.12.gml.cnf,0,SAT
gl_grafo527.17.gml.cnf,1.0,SAT
gl_grafo528.18.gml.cnf,0,SAT
gl_grafo529.16.gml.cnf,1.0,SAT
gl_grafo530.13.gml.cnf,0,SAT
gl_grafo531.17.gml.cnf,0,SAT
gl_grafo532.11.gml.cnf,0,SAT
gl_grafo533.11.gml.cnf,0,SAT
gl_grafo534.15.gml.cnf,1.0,SAT
gl_grafo535.20.gml.cnf,1.0,SAT
gl_grafo536.14.gml.cnf,0,SAT
gl_grafo538.18.gml.cnf,1.0,SAT
gl_grafo540.16.gml.cnf,0,SAT
gl_grafo541.10.gml.cnf,0,SAT
gl_grafo542.12.gml.cnf,1.0,SAT
gl_grafo543.12.gml.cnf,0,SAT
