n,m,time(s),sat,median_time(s)
5,0,0.000036283,True,0.000034784
5,1,0.000037351,True,0.000035490
5,1,0.000035998,True,0.000033847
5,1,0.000035970,True,0.000032925
5,1,0.000036040,True,0.000033841
5,1,0.000034990,True,0.000033185
5,1,0.000036016,True,0.000034101
5,1,0.000035133,True,0.000032934
5,1,0.000038246,True,0.000032894
5,1,0.000035207,True,0.000032781
5,1,0.000034945,True,0.000033082
5,1,0.000035903,True,0.000034559
5,1,0.000045521,True,0.000033821
5,1,0.000033710,True,0.000032133
5,1,0.000039979,True,0.000032954
5,1,0.000030809,True,0.000032135
5,1,0.000030361,True,0.000032784
5,1,0.000028721,True,0.000031815
5,1,0.000036022,True,0.000024619
5,1,0.000022461,True,0.000021185
5,1,0.000022991,True,0.000021449
5,2,0.000024026,True,0.000021715
5,2,0.000023947,True,0.000022320
5,2,0.000024610,True,0.000022517
5,2,0.000022528,True,0.000021647
5,2,0.000022672,True,0.000021860
5,2,0.000023115,True,0.000021290
5,2,0.000024055,True,0.000022017
5,2,0.000024625,True,0.000022565
5,2,0.000024765,True,0.000022962
5,2,0.000024392,True,0.000022406
5,2,0.000022422,True,0.000020897
5,2,0.000021925,True,0.000020967
5,2,0.000023835,True,0.000021905
5,2,0.000022401,True,0.000021307
5,2,0.000022809,True,0.000021628
5,2,0.000021810,True,0.000020429
5,2,0.000023784,True,0.000022703
5,2,0.000023421,True,0.000021989
5,2,0.000022944,True,0.000021872
5,2,0.000024866,True,0.000022288
5,2,0.000023386,True,0.000021737
5,2,0.000024152,True,0.000022168
5,2,0.000023990,True,0.000022385
5,2,0.000023040,True,0.000022282
5,2,0.000023365,True,0.000021929
5,2,0.000021706,True,0.000020941
5,2,0.000022031,True,0.000020419
5,2,0.000023123,True,0.000021483
5,2,0.000024411,True,0.000022471
5,2,0.000022357,True,0.000021313
5,2,0.000025342,True,0.000022127
5,2,0.000022814,True,0.000021430
5,2,0.000023134,True,0.000021914
5,2,0.000022761,True,0.000020610
5,2,0.000024374,True,0.000022273
5,2,0.000022305,True,0.000020978
5,2,0.000022339,True,0.000021138
5,2,0.000024233,True,0.000021872
5,2,0.000026060,True,0.000023677
5,2,0.000027819,True,0.000025398
5,2,0.000027089,True,0.000025048
5,2,0.000025094,True,0.000024508
5,2,0.000022740,True,0.000021550
5,2,0.000022471,True,0.000021364
5,2,0.000022154,True,0.000021002
5,2,0.000022851,True,0.000021064
5,2,0.000022865,True,0.000021026
5,2,0.000023413,True,0.000021360
5,2,0.000022475,True,0.000021341
5,2,0.000023569,True,0.000021742
5,2,0.000022836,True,0.000020817
