n,m,time(s),sat,median_time(s)
5,3,0.000019690,True,0.000019628
5,3,0.000025092,True,0.000023115
5,3,0.000021177,True,0.000020685
5,3,0.000019625,True,0.000018271
5,3,0.000021342,True,0.000020013
5,3,0.000023189,True,0.000022772
5,3,0.000023929,True,0.000022420
5,3,0.000019688,True,0.000018277
5,3,0.000022354,True,0.000021608
5,3,0.000020937,True,0.000020834
5,3,0.000020227,True,0.000018833
5,3,0.000020959,True,0.000020061
5,3,0.000022653,True,0.000021904
5,3,0.000019316,True,0.000018193
5,3,0.000021114,True,0.000020616
5,3,0.000021846,True,0.000021333
5,3,0.000020436,True,0.000019723
5,3,0.000021444,True,0.000021237
5,3,0.000021817,True,0.000021567
5,3,0.000024872,True,0.000023665
5,3,0.000024065,True,0.000022745
5,3,0.000022171,True,0.000022157
5,3,0.000020498,True,0.000019283
5,3,0.000019324,True,0.000017969
5,3,0.000021227,True,0.000020980
5,3,0.000019647,True,0.000018532
5,3,0.000019277,True,0.000017533
5,3,0.000020975,True,0.000020454
5,3,0.000019108,True,0.000017814
5,3,0.000020889,True,0.000019565
5,3,0.000020186,True,0.000018385
5,3,0.000020571,True,0.000018505
5,3,0.000024185,True,0.000022195
5,3,0.000024561,True,0.000022587
5,3,0.000022329,True,0.000022120
5,3,0.000019964,True,0.000019743
5,3,0.000020709,True,0.000019061
5,3,0.000019562,True,0.000018124
5,3,0.000020502,True,0.000020019
5,3,0.000018959,True,0.000017845
5,3,0.000022218,True,0.000021870
5,3,0.000020861,True,0.000019751
5,3,0.000020588,True,0.000018479
5,3,0.000025841,True,0.000023982
5,3,0.000023945,True,0.000021037
5,3,0.000025195,True,0.000022168
5,3,0.000026856,True,0.000023840
5,3,0.000024317,True,0.000022925
5,3,0.000021721,True,0.000021213
5,3,0.000021145,True,0.000021414
5,3,0.000019795,True,0.000018591
5,3,0.000020255,True,0.000020439
5,3,0.000024843,True,0.000022838
5,3,0.000022440,True,0.000022049
5,3,0.000020964,True,0.000018849
5,3,0.000023076,True,0.000021670
5,3,0.000022982,True,0.000021342
5,3,0.000019772,True,0.000018555
5,3,0.000022874,True,0.000022317
5,3,0.000023719,True,0.000023026
5,3,0.000023125,True,0.000022273
5,3,0.000018991,True,0.000017770
5,3,0.000021436,True,0.000020459
5,3,0.000020997,True,0.000019433
5,3,0.000023060,True,0.000022232
5,3,0.000024117,True,0.000022186
5,3,0.000022515,True,0.000021925
5,3,0.000020687,True,0.000019212
5,3,0.000023317,True,0.000022064
5,3,0.000020865,True,0.000020373
5,3,0.000023273,True,0.000022598
5,3,0.000023089,True,0.000022582
5,3,0.000023056,True,0.000022105
5,3,0.000019551,True,0.000018396
5,3,0.000022045,True,0.000021491
5,3,0.000024406,True,0.000023084
5,3,0.000025138,True,0.000022638
5,3,0.000020677,True,0.000018970
5,3,0.000024076,True,0.000023098
5,3,0.000024989,True,0.000023340
5,3,0.000026117,True,0.000023217
5,3,0.000020977,True,0.000021077
5,3,0.000020090,True,0.000018500
5,3,0.000022200,True,0.000022076
5,3,0.000019316,True,0.000017666
5,3,0.000022820,True,0.000022743
5,3,0.000020973,True,0.000019367
5,3,0.000020380,True,0.000018971
5,3,0.000020370,True,0.000018431
5,3,0.000020568,True,0.000020520
5,3,0.000021837,True,0.000017362
5,3,0.000023801,True,0.000022552
5,3,0.000022506,True,0.000021544
5,3,0.000024279,True,0.000022661
5,3,0.000025564,True,0.000023815
5,3,0.000023687,True,0.000022479
5,3,0.000024286,True,0.000022465
5,3,0.000025744,True,0.000024332
5,3,0.000020767,True,0.000019177
5,3,0.000023104,True,0.000022005
5,3,0.000019252,True,0.000017469
