command,mean,stddev,median,user,system,min,max
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.28.gml.cnf,0.004797889228589738,0.0034736814788562972,0.004460278859999997,0.0017731356410256398,0.0016718008974358966,0.0024623003599999974,0.04690806336
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.28.gml.cnf,0.004311562707003153,0.0034897311944266543,0.0041173763599999975,0.0016041092113564662,0.001533200567823344,0.0023167953599999977,0.06459035235999999
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.29.gml.cnf,0.017151438992258076,0.0020107382718861436,0.01636814346,0.014485879032258057,0.0015759270967741943,0.01482220996,0.02483393296
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.29.gml.cnf,0.005963439796805562,0.008348163806968662,0.004668930460000001,0.002154038194444444,0.0016518386111111112,0.00284204096,0.08423618396
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.3.gml.cnf,0.003905801847560975,0.0032107120386082695,0.0036245634999999997,0.001480932804878048,0.0013555195121951228,0.0023056034999999996,0.0605420185
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.3.gml.cnf,0.003601543726256981,0.0008308011105015829,0.003526610499999999,0.0014116132960893851,0.001321584916201118,0.0018808634999999988,0.0094471385
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.30.gml.cnf,0.02175952082306306,0.004540833550640082,0.021201467760000002,0.018519270090090086,0.0016739070270270272,0.01641294976,0.06536329676000001
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.30.gml.cnf,0.004404679779718311,0.0007452017330092475,0.00430265076,0.0021172588732394373,0.0013930828169014084,0.0029525937600000003,0.0077799257600000005
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.31.gml.cnf,0.022366324123177565,0.0016390930511919418,0.02282917274,0.020102158130841125,0.0013275386915887844,0.018179992739999998,0.026383920740000004
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.31.gml.cnf,0.00500102402521127,0.005661182455448051,0.00453484324,0.0019728276056338043,0.0016623157746478863,0.0026177547400000004,0.09740650774
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.34.gml.cnf,0.004614418788730648,0.002789034327350197,0.004419688120000001,0.002087425077399381,0.0013889201238390084,0.0029596501200000007,0.05155017112
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.34.gml.cnf,0.00394439257625,0.0007255895643243671,0.0039058726200000013,0.0017183156250000007,0.001282362499999998,0.0024073091200000002,0.009547336120000001
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.37.gml.cnf,0.0039792732827027034,0.0024552599369656236,0.0038145849800000006,0.001554958378378378,0.0013423216216216219,0.0024595659800000008,0.04894100698000001
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.37.gml.cnf,0.0050809654393750014,0.00535625604520424,0.0046584074800000005,0.0017354268749999995,0.0018536687500000006,0.0026917999800000003,0.09621716498
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.38.gml.cnf,0.004640221046060609,0.003233370295802796,0.004453686740000001,0.002064209696969696,0.0014197672727272728,0.00227161374,0.05953705674
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.38.gml.cnf,0.004383978383292684,0.0029393872204685548,0.00407444824,0.0017854851219512194,0.0014458735365853665,0.0018936527400000005,0.05365976074
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT1/g.10.39.gml.cnf,0.004661218905384612,0.0038185523361627415,0.004183186539999999,0.0019478323076923076,0.0014636100000000008,0.0021928155399999986,0.06179526154
./solvers/kissat-4.0.1-apple-amd64 ./cnf/north_SAT2/g.10.39.gml.cnf,0.0034218186870588205,0.0007990970347721691,0.003329305539999999,0.001505238039215686,0.0010612064052287588,0.001713466539999999,0.0071168675399999985
