n,m,time(s)
5, 4, 0.000122626
5, 4, 0.000120920
5, 4, 0.000123121
5, 4, 0.000120812
5, 4, 0.000115613
5, 4, 0.000115191
5, 4, 0.000118965
5, 4, 0.000115338
5, 4, 0.000108315
5, 4, 0.000110165
5, 4, 0.000117363
5, 4, 0.000116963
5, 4, 0.000131430
5, 4, 0.000115645
5, 4, 0.000136625
5, 4, 0.000113532
5, 4, 0.000121710
5, 4, 0.000120699
5, 4, 0.000122765
5, 4, 0.000154133
5, 4, 0.000115835
5, 4, 0.000117333
5, 4, 0.000118710
5, 4, 0.000119492
5, 4, 0.000121362
5, 4, 0.000115938
5, 4, 0.000115409
5, 4, 0.000121769
5, 4, 0.000119548
5, 4, 0.000118536
5, 4, 0.000115398
5, 4, 0.000128003
5, 4, 0.000116534
5, 4, 0.000120403
5, 4, 0.000121056
5, 4, 0.000123906
5, 4, 0.000121450
5, 4, 0.000151631
5, 4, 0.000119259
5, 4, 0.000111034
5, 4, 0.000108555
5, 4, 0.000106389
5, 4, 0.000115841
5, 4, 0.000246040
5, 4, 0.000131449
5, 4, 0.000151837
5, 4, 0.000128597
5, 4, 0.000118893
5, 4, 0.000121000
5, 4, 0.000106168
5, 4, 0.000118711
5, 4, 0.000114795
5, 4, 0.000119126
5, 4, 0.000112247
5, 4, 0.000113458
5, 4, 0.000113097
5, 4, 0.000111988
5, 4, 0.000109233
5, 4, 0.000116786
5, 4, 0.000118892
5, 4, 0.000108445
5, 4, 0.000108654
5, 4, 0.000126057
5, 4, 0.000110136
5, 4, 0.000102187
5, 4, 0.000115196
5, 4, 0.000108210
5, 4, 0.000103736
5, 4, 0.000097363
5, 4, 0.000115213
5, 4, 0.000109462
5, 4, 0.000115074
5, 4, 0.000100131
5, 4, 0.000108129
5, 4, 0.000114691
5, 4, 0.000114351
5, 4, 0.000106715
5, 4, 0.000110377
5, 4, 0.000102703
5, 4, 0.000102667
5, 4, 0.000105858
5, 4, 0.000110592
5, 4, 0.000117580
5, 4, 0.000113879
5, 4, 0.000106388
5, 4, 0.000102113
5, 4, 0.000110187
5, 4, 0.000108809
5, 4, 0.000106390
5, 4, 0.000106075
5, 4, 0.000102319
5, 4, 0.000097857
5, 4, 0.000112297
5, 4, 0.000173196
5, 4, 0.000120674
5, 4, 0.000102638
5, 4, 0.000125401
5, 4, 0.000115307
5, 4, 0.000115210
5, 4, 0.000130384
5, 4, 0.000106993
5, 4, 0.000130843
5, 4, 0.000121848
5, 4, 0.000114397
5, 4, 0.000129723
5, 4, 0.000111289
5, 4, 0.000120783
5, 4, 0.000121988
5, 4, 0.000132462
5, 4, 0.000116909
5, 4, 0.000109522
5, 4, 0.000105804
5, 4, 0.000109895
5, 4, 0.000111140
5, 4, 0.000103430
5, 4, 0.000108074
5, 4, 0.000103975
5, 4, 0.000111769
5, 4, 0.000102882
5, 4, 0.000116601
5, 4, 0.000111938
5, 4, 0.000109035
5, 4, 0.000114902
5, 4, 0.000110055
5, 4, 0.000112764
5, 4, 0.000108818
5, 4, 0.000144569
5, 4, 0.000130047
5, 4, 0.000153776
5, 4, 0.000128935
5, 4, 0.000116526
5, 4, 0.000117969
5, 4, 0.000118118
5, 4, 0.000115726
5, 4, 0.000110889
5, 4, 0.000111278
5, 4, 0.000134524
5, 4, 0.000120062
5, 4, 0.000119884
5, 4, 0.000118445
5, 4, 0.000118055
5, 4, 0.000109810
5, 4, 0.000115743
5, 4, 0.000115640
5, 4, 0.000116060
5, 4, 0.000118373
5, 4, 0.000115464
5, 4, 0.000118170
5, 4, 0.000116606
5, 4, 0.000115822
5, 4, 0.000107976
5, 4, 0.000112716
5, 4, 0.000109459
5, 4, 0.000104473
5, 4, 0.000104445
5, 4, 0.000115120
5, 4, 0.000129407
5, 4, 0.000109522
5, 4, 0.000160453
5, 4, 0.000110041
5, 4, 0.000170768
5, 4, 0.000129288
5, 4, 0.000114688
5, 4, 0.000138394
5, 4, 0.000116902
5, 4, 0.000109743
5, 4, 0.000109374
5, 4, 0.000122465
5, 4, 0.000106804
5, 4, 0.000107578
5, 4, 0.000116695
5, 4, 0.000116197
5, 4, 0.000120779
5, 4, 0.000116111
5, 4, 0.000107152
5, 4, 0.000106486
5, 4, 0.000125323
5, 4, 0.000113980
5, 4, 0.000112357
5, 4, 0.000110665
5, 4, 0.000112919
5, 4, 0.000119683
5, 4, 0.000109444
5, 4, 0.000108712
5, 4, 0.000111942
5, 4, 0.000102801
5, 4, 0.000106656
5, 4, 0.000106167
5, 4, 0.000114091
5, 4, 0.000113183
5, 4, 0.000158931
5, 4, 0.000119298
5, 4, 0.000118592
5, 4, 0.000120479
5, 4, 0.000112763
5, 4, 0.000112169
5, 4, 0.000106833
5, 4, 0.000121404
5, 4, 0.000119430
5, 4, 0.000111049
5, 4, 0.000113774
5, 4, 0.000105639
5, 4, 0.000117061
5, 4, 0.000125401
5, 4, 0.000115385
5, 4, 0.000122627
5, 4, 0.000238165
5, 4, 0.000106993
5, 4, 0.000101714
5, 4, 0.000115994
5, 4, 0.000191948
5, 4, 0.000138172
5, 4, 0.000121759
5, 4, 0.000116640
5, 4, 0.000122765
5, 4, 0.000120638
5, 4, 0.000112765
5, 4, 0.000113500
5, 4, 0.000113865
5, 4, 0.000115253
5, 4, 0.000105807
5, 4, 0.000111557
5, 4, 0.000106576
5, 4, 0.000117880
5, 4, 0.000113786
5, 4, 0.000127242
5, 4, 0.000105926
5, 4, 0.000107757
5, 4, 0.000110094
5, 4, 0.000102454
5, 4, 0.000108235
5, 4, 0.000106212
5, 4, 0.000102769
5, 4, 0.000096392
5, 4, 0.000103757
5, 4, 0.000108727
5, 4, 0.000109286
5, 4, 0.000106984
5, 4, 0.000110270
5, 4, 0.000113083
5, 4, 0.000112212
5, 4, 0.000097919
5, 4, 0.000109702
5, 4, 0.000112159
5, 4, 0.000112625
5, 4, 0.000099735
5, 4, 0.000111611
5, 4, 0.000108148
5, 4, 0.000106865
5, 4, 0.000108452
5, 4, 0.000111826
5, 4, 0.000102922
5, 4, 0.000117450
5, 4, 0.000111119
5, 4, 0.000124284
5, 4, 0.000111924
5, 4, 0.000115382
5, 4, 0.000105428
5, 4, 0.000116684
5, 4, 0.000115652
5, 4, 0.000114825
5, 4, 0.000111917
5, 4, 0.000136034
5, 4, 0.000116440
5, 4, 0.000123412
5, 4, 0.000133995
5, 4, 0.000112371
5, 4, 0.000117814
5, 4, 0.000139810
5, 4, 0.000121504
5, 4, 0.000111202
5, 4, 0.000118073
5, 4, 0.000108632
5, 4, 0.000121943
5, 4, 0.000108509
5, 4, 0.000118164
5, 4, 0.000114896
5, 4, 0.000109723
5, 4, 0.000114248
5, 4, 0.000105541
5, 4, 0.000108418
5, 4, 0.000110722
5, 4, 0.000106408
5, 4, 0.000107395
5, 4, 0.000107367
5, 4, 0.000110477
5, 4, 0.000116146
5, 4, 0.000107550
5, 4, 0.000173807
5, 4, 0.000117628
5, 4, 0.000124228
5, 4, 0.000121549
5, 4, 0.000113831
5, 4, 0.000111421
5, 4, 0.000110139
5, 4, 0.000114181
5, 4, 0.000116241
5, 4, 0.000103231
5, 4, 0.000110983
5, 4, 0.000107477
5, 4, 0.000116652
5, 4, 0.000106746
5, 4, 0.000118413
5, 4, 0.000103233
5, 4, 0.000110471
5, 4, 0.000104524
5, 4, 0.000116298
5, 4, 0.000108109
5, 4, 0.000107079
5, 4, 0.000116314
5, 4, 0.000162145
5, 4, 0.000134315
5, 4, 0.000118215
5, 4, 0.000111099
5, 4, 0.000106737
5, 4, 0.000110046
5, 4, 0.000126406
5, 4, 0.000118874
5, 4, 0.000112725
5, 4, 0.000119412
5, 4, 0.000149240
5, 4, 0.000174807
5, 4, 0.000130357
5, 4, 0.000135996
5, 4, 0.000125110
5, 4, 0.000120150
5, 4, 0.000119279
5, 4, 0.000110534
5, 4, 0.000109828
5, 4, 0.000117699
5, 4, 0.000115007
5, 4, 0.000107430
5, 4, 0.000104987
5, 4, 0.000116984
5, 4, 0.000110919
5, 4, 0.000112998
5, 4, 0.000112080
5, 4, 0.000108165
5, 4, 0.000115730
5, 4, 0.000115520
5, 4, 0.000131834
5, 4, 0.000117231
5, 4, 0.000118226
5, 4, 0.000118311
5, 4, 0.000119507
5, 4, 0.000154596
5, 4, 0.000126656
5, 4, 0.000119683
5, 4, 0.000116724
5, 4, 0.000124234
5, 4, 0.000118297
5, 4, 0.000116811
5, 4, 0.000116347
5, 4, 0.000116974
5, 4, 0.000120618
5, 4, 0.000121716
5, 4, 0.000116846
5, 4, 0.000103817
5, 4, 0.000117185
5, 4, 0.000104628
5, 4, 0.000109433
5, 4, 0.000108284
5, 4, 0.000114053
5, 4, 0.000107400
5, 4, 0.000131787
5, 4, 0.000107056
5, 4, 0.000108897
5, 4, 0.000107520
5, 4, 0.000112821
5, 4, 0.000109532
5, 4, 0.000240521
5, 4, 0.000122346
5, 4, 0.000111030
5, 4, 0.000114787
5, 4, 0.000114558
5, 4, 0.000134421
5, 4, 0.000112646
5, 4, 0.000110465
5, 4, 0.000121269
5, 4, 0.000126851
5, 4, 0.000119329
5, 4, 0.000119223
5, 4, 0.000113245
5, 4, 0.000116271
5, 4, 0.000116532
5, 4, 0.000109038
5, 4, 0.000146326
5, 4, 0.000115309
5, 4, 0.000116250
5, 4, 0.000110715
5, 4, 0.000117127
5, 4, 0.000108054
5, 4, 0.000115810
5, 4, 0.000103051
5, 4, 0.000110709
5, 4, 0.000105954
5, 4, 0.000115304
5, 4, 0.000106473
5, 4, 0.000115075
5, 4, 0.000119995
5, 4, 0.000151973
5, 4, 0.000122428
5, 4, 0.000105647
5, 4, 0.000112914
5, 4, 0.000116766
5, 4, 0.000104748
5, 4, 0.000109059
5, 4, 0.000105949
5, 4, 0.000110135
5, 4, 0.000104403
5, 4, 0.000111995
5, 4, 0.000102556
5, 4, 0.000104816
5, 4, 0.000110919
5, 4, 0.000106037
5, 4, 0.000124167
5, 4, 0.000128621
5, 4, 0.000121179
5, 4, 0.000112932
5, 4, 0.000132145
5, 4, 0.000201348
5, 4, 0.000129933
5, 4, 0.000121376
5, 4, 0.000117612
5, 4, 0.000112111
5, 4, 0.000111996
5, 4, 0.000130319
5, 4, 0.000119577
5, 4, 0.000116125
5, 4, 0.000159659
5, 4, 0.000130356
5, 4, 0.000124258
5, 4, 0.000179396
5, 4, 0.000124135
5, 4, 0.000123288
5, 4, 0.000110776
5, 4, 0.000116821
5, 4, 0.000108747
5, 4, 0.000106224
5, 4, 0.000104239
5, 4, 0.000114809
5, 4, 0.000103341
5, 4, 0.000107980
5, 4, 0.000111116
5, 4, 0.000114452
5, 4, 0.000114939
5, 4, 0.000105811
5, 4, 0.000105717
5, 4, 0.000108592
5, 4, 0.000114245
5, 4, 0.000111880
5, 4, 0.000105672
5, 4, 0.000116629
5, 4, 0.000113463
5, 4, 0.000119489
5, 4, 0.000103687
5, 4, 0.000111449
5, 4, 0.000103816
5, 4, 0.000106495
5, 4, 0.000105260
5, 4, 0.000100297
5, 4, 0.000102489
5, 4, 0.000111047
5, 4, 0.000110759
5, 4, 0.000110889
5, 4, 0.000111051
5, 4, 0.000103297
5, 4, 0.000110225
5, 4, 0.000114993
5, 4, 0.000102881
5, 4, 0.000102716
5, 4, 0.000114974
5, 4, 0.000111306
5, 4, 0.000101523
5, 4, 0.000105376
5, 4, 0.000104044
5, 4, 0.000109605
5, 4, 0.000102686
5, 4, 0.000108747
5, 4, 0.000097043
5, 4, 0.000112294
5, 4, 0.000135725
5, 4, 0.000113761
5, 4, 0.000099378
5, 4, 0.000109486
5, 4, 0.000179892
5, 4, 0.000141747
5, 4, 0.000180874
5, 4, 0.000128919
5, 4, 0.000124454
5, 4, 0.000117408
5, 4, 0.000105241
5, 4, 0.000111186
5, 4, 0.000114405
5, 4, 0.000116368
5, 4, 0.000115383
5, 4, 0.000107383
5, 4, 0.000109627
5, 4, 0.000107410
5, 4, 0.000101773
5, 4, 0.000109046
5, 4, 0.000111561
5, 4, 0.000107231
5, 4, 0.000102476
5, 4, 0.000101947
5, 4, 0.000107083
5, 4, 0.000111856
5, 4, 0.000116809
5, 4, 0.000122488
5, 4, 0.000111631
5, 4, 0.000121832
5, 4, 0.000113957
5, 4, 0.000115291
5, 4, 0.000104285
5, 4, 0.000111081
5, 4, 0.000111293
5, 4, 0.000102589
5, 4, 0.000108218
5, 4, 0.000107417
5, 4, 0.000141577
5, 4, 0.000118237
5, 4, 0.000113565
5, 4, 0.000104569
5, 4, 0.000111870
5, 4, 0.000106571
5, 4, 0.000100985
5, 4, 0.000105728
5, 4, 0.000104132
5, 4, 0.000107359
5, 4, 0.000104635
5, 4, 0.000099069
5, 4, 0.000098327
5, 4, 0.000112291
5, 4, 0.000113675
5, 4, 0.000110599
5, 4, 0.000137952
5, 4, 0.000125064
5, 4, 0.000145238
5, 4, 0.000120040
5, 4, 0.000121227
5, 4, 0.000121239
5, 4, 0.000126793
5, 4, 0.000131150
5, 4, 0.000114009
5, 4, 0.000115115
5, 4, 0.000116627
5, 4, 0.000120132
5, 4, 0.000114982
5, 4, 0.000139652
5, 4, 0.000122579
5, 4, 0.000107467
5, 4, 0.000147155
5, 4, 0.000112601
5, 4, 0.000104316
5, 4, 0.000113441
5, 4, 0.000106930
5, 4, 0.000112535
5, 4, 0.000111597
5, 4, 0.000103778
5, 4, 0.000103314
5, 4, 0.000106983
5, 4, 0.000110667
5, 4, 0.000107564
5, 4, 0.000104954
5, 4, 0.000120581
5, 4, 0.000115468
5, 4, 0.000106791
5, 4, 0.000110041
5, 4, 0.000103422
5, 4, 0.000102808
5, 4, 0.000103580
5, 4, 0.000110569
5, 4, 0.000105822
5, 4, 0.000111927
5, 4, 0.000102586
5, 4, 0.000107489
5, 4, 0.000109302
5, 4, 0.000109873
5, 4, 0.000102794
5, 4, 0.000102306
5, 4, 0.000108074
5, 4, 0.000105351
5, 4, 0.000102032
5, 4, 0.000102021
5, 4, 0.000098114
5, 4, 0.000099367
5, 5, 0.000115745
5, 5, 0.000114407
5, 5, 0.000111307
5, 5, 0.000109949
5, 5, 0.000111442
5, 5, 0.000110098
5, 5, 0.000174251
5, 5, 0.000131765
5, 5, 0.000201835
5, 5, 0.000132002
5, 5, 0.000132121
5, 5, 0.000116974
5, 5, 0.000122524
5, 5, 0.000117927
5, 5, 0.000111623
5, 5, 0.000117798
5, 5, 0.000111507
5, 5, 0.000111293
5, 5, 0.000119638
5, 5, 0.000110325
5, 5, 0.000117069
5, 5, 0.000115392
5, 5, 0.000118688
5, 5, 0.000114472
5, 5, 0.000110378
5, 5, 0.000110698
5, 5, 0.000119179
5, 5, 0.000109301
5, 5, 0.000112076
5, 5, 0.000109481
5, 5, 0.000113727
5, 5, 0.000170292
5, 5, 0.000127126
5, 5, 0.000124464
5, 5, 0.000135963
5, 5, 0.000121923
5, 5, 0.000117163
5, 5, 0.000126275
5, 5, 0.000118423
5, 5, 0.000118327
5, 5, 0.000116198
5, 5, 0.000112739
5, 5, 0.000116282
5, 5, 0.000110648
5, 5, 0.000109794
5, 5, 0.000116540
5, 5, 0.000109158
5, 5, 0.000114754
5, 5, 0.000115525
5, 5, 0.000119197
5, 5, 0.000115192
5, 5, 0.000111314
5, 5, 0.000113416
5, 5, 0.000111144
5, 5, 0.000119534
5, 5, 0.000114684
5, 5, 0.000114507
5, 5, 0.000120023
5, 5, 0.000111948
5, 5, 0.000116903
5, 5, 0.000118711
5, 5, 0.000114898
5, 5, 0.000111134
5, 5, 0.000190250
5, 5, 0.000149836
5, 5, 0.000122672
5, 5, 0.000126847
5, 5, 0.000122732
5, 5, 0.000117085
5, 5, 0.000113294
5, 5, 0.000121302
5, 5, 0.000117628
5, 5, 0.000152862
5, 5, 0.000128451
5, 5, 0.000121007
5, 5, 0.000113724
5, 5, 0.000114160
5, 5, 0.000111298
5, 5, 0.000122734
5, 5, 0.000122171
5, 5, 0.000144525
5, 5, 0.000121522
5, 5, 0.000114759
5, 5, 0.000116435
5, 5, 0.000117582
5, 5, 0.000121039
5, 5, 0.000116260
5, 5, 0.000116637
5, 5, 0.000120354
5, 5, 0.000112341
5, 5, 0.000116904
5, 5, 0.000120497
5, 5, 0.000115361
5, 5, 0.000118655
5, 5, 0.000123038
5, 5, 0.000120839
5, 5, 0.000119305
5, 5, 0.000122004
5, 5, 0.000116258
5, 5, 0.000120548
5, 5, 0.000119491
5, 5, 0.000111689
5, 5, 0.000123155
5, 5, 0.000112165
5, 5, 0.000112240
5, 5, 0.000115783
5, 5, 0.000121859
5, 5, 0.000116027
5, 5, 0.000112183
5, 5, 0.000198907
5, 5, 0.000128986
5, 5, 0.000118480
5, 5, 0.000112613
5, 5, 0.000117363
5, 5, 0.000117172
5, 5, 0.000121710
5, 5, 0.000132776
5, 5, 0.000117801
5, 5, 0.000123995
5, 5, 0.000119502
5, 5, 0.000121964
5, 5, 0.000120127
5, 5, 0.000137569
5, 5, 0.000112560
5, 5, 0.000118706
5, 5, 0.000111881
5, 5, 0.000120151
5, 5, 0.000115618
5, 5, 0.000114784
5, 5, 0.000110104
5, 5, 0.000115453
5, 5, 0.000110048
5, 5, 0.000110485
5, 5, 0.000108506
5, 5, 0.000109887
5, 5, 0.000109356
5, 5, 0.000120058
5, 5, 0.000127178
5, 5, 0.000121129
5, 5, 0.000120764
5, 5, 0.000136886
5, 5, 0.000132323
5, 5, 0.000125454
5, 5, 0.000118301
5, 5, 0.000118792
5, 5, 0.000118461
5, 5, 0.000116871
5, 5, 0.000123870
5, 5, 0.000117097
5, 5, 0.000115866
5, 5, 0.000111178
5, 5, 0.000113902
5, 5, 0.000114847
5, 5, 0.000113534
5, 5, 0.000118494
5, 5, 0.000114456
5, 5, 0.000111316
5, 5, 0.000166385
5, 5, 0.000161665
5, 5, 0.000122748
5, 5, 0.000116078
5, 5, 0.000114787
5, 5, 0.000127067
5, 5, 0.000121503
5, 5, 0.000128529
5, 5, 0.000129448
5, 5, 0.000123284
5, 5, 0.000111553
5, 5, 0.000117907
5, 5, 0.000115176
5, 5, 0.000114591
5, 5, 0.000118504
5, 5, 0.000127834
5, 5, 0.000112979
5, 5, 0.000114386
5, 5, 0.000110902
5, 5, 0.000116649
5, 5, 0.000116575
5, 5, 0.000114018
5, 5, 0.000115326
5, 5, 0.000117411
5, 5, 0.000108554
5, 5, 0.000113900
5, 5, 0.000114600
5, 5, 0.000115945
5, 5, 0.000118063
5, 5, 0.000121531
5, 5, 0.000114951
5, 5, 0.000112351
5, 5, 0.000124488
5, 5, 0.000122996
5, 5, 0.000125112
5, 5, 0.000116642
5, 5, 0.000117104
5, 5, 0.000112728
5, 5, 0.000119291
5, 5, 0.000114727
5, 5, 0.000116160
5, 5, 0.000119324
5, 5, 0.000121584
5, 5, 0.000112391
5, 5, 0.000118194
5, 5, 0.000112592
5, 5, 0.000120464
5, 5, 0.000126337
5, 5, 0.000111963
5, 5, 0.000119348
5, 5, 0.000119414
5, 5, 0.000117604
5, 5, 0.000117743
5, 5, 0.000139330
5, 5, 0.000123920
5, 5, 0.000114859
5, 5, 0.000115711
5, 5, 0.000116681
5, 5, 0.000138887
5, 5, 0.000116837
5, 5, 0.000115225
5, 5, 0.000119414
5, 5, 0.000144342
5, 5, 0.000127498
5, 5, 0.000129576
5, 5, 0.000127581
5, 5, 0.000122695
5, 5, 0.000123533
5, 5, 0.000118629
5, 5, 0.000121757
5, 5, 0.000115715
5, 5, 0.000121729
5, 5, 0.000117104
5, 5, 0.000117108
5, 5, 0.000122682
5, 5, 0.000119235
5, 5, 0.000116573
5, 5, 0.000120111
5, 5, 0.000127962
5, 5, 0.000121035
5, 5, 0.000117766
5, 5, 0.000126007
5, 5, 0.000120508
5, 5, 0.000130529
5, 5, 0.000116001
5, 5, 0.000111833
5, 5, 0.000113249
5, 5, 0.000112550
5, 5, 0.000117181
5, 5, 0.000122145
5, 5, 0.000119358
5, 5, 0.000120396
5, 5, 0.000170354
5, 5, 0.000144251
5, 5, 0.000123195
5, 5, 0.000124043
5, 5, 0.000119806
5, 5, 0.000121395
5, 5, 0.000119387
5, 5, 0.000118648
5, 5, 0.000116270
5, 5, 0.000117320
5, 5, 0.000117463
5, 5, 0.000172587
5, 5, 0.000126301
5, 5, 0.000124708
5, 5, 0.000122155
5, 5, 0.000160529
5, 5, 0.000133117
5, 5, 0.000125331
5, 5, 0.000128397
5, 5, 0.000139998
5, 5, 0.000130252
5, 5, 0.000126697
5, 5, 0.000120594
5, 5, 0.000122847
5, 5, 0.000120747
5, 5, 0.000121513
5, 5, 0.000114129
5, 5, 0.000120776
5, 5, 0.000113671
5, 5, 0.000116967
5, 5, 0.000115844
5, 5, 0.000122060
5, 5, 0.000111716
5, 5, 0.000118538
5, 5, 0.000110188
5, 5, 0.000111608
5, 5, 0.000117584
5, 5, 0.000128585
5, 5, 0.000120417
5, 5, 0.000116764
5, 5, 0.000117782
5, 5, 0.000116931
5, 5, 0.000139739
5, 5, 0.000120788
5, 5, 0.000115032
5, 5, 0.000120967
5, 5, 0.000122430
5, 5, 0.000123882
5, 5, 0.000117712
5, 5, 0.000115645
5, 5, 0.000110950
5, 5, 0.000118744
5, 5, 0.000115743
5, 5, 0.000119105
5, 5, 0.000117024
5, 5, 0.000110622
5, 5, 0.000111414
5, 5, 0.000117855
5, 5, 0.000111750
5, 5, 0.000120360
5, 5, 0.000119748
5, 5, 0.000117771
5, 5, 0.000116509
5, 5, 0.000117702
5, 5, 0.000116673
5, 5, 0.000117194
5, 5, 0.000121377
5, 5, 0.000119467
5, 5, 0.000177923
5, 5, 0.000127462
5, 5, 0.000123087
5, 5, 0.000123201
5, 5, 0.000127006
5, 5, 0.000123340
5, 5, 0.000122149
5, 5, 0.000142659
5, 5, 0.000126006
5, 5, 0.000122018
5, 5, 0.000117277
5, 5, 0.000115440
5, 5, 0.000115172
5, 5, 0.000118716
5, 5, 0.000124058
5, 5, 0.000117327
5, 5, 0.000118140
5, 5, 0.000119014
5, 5, 0.000158139
5, 5, 0.000125525
5, 5, 0.000120749
5, 5, 0.000113703
5, 5, 0.000156566
5, 5, 0.000121136
5, 5, 0.000121436
5, 5, 0.000124003
5, 5, 0.000115377
5, 5, 0.000117231
5, 5, 0.000110869
5, 5, 0.000119586
5, 5, 0.000115460
5, 5, 0.000113415
5, 5, 0.000108540
5, 5, 0.000119434
5, 5, 0.000119944
5, 5, 0.000110908
5, 5, 0.000109542
5, 5, 0.000110818
5, 5, 0.000119507
5, 5, 0.000118272
5, 5, 0.000115331
5, 5, 0.000121141
5, 5, 0.000125484
5, 5, 0.000123658
5, 5, 0.000122307
5, 5, 0.000120463
5, 5, 0.000117144
5, 5, 0.000121601
5, 5, 0.000123684
5, 5, 0.000116730
5, 5, 0.000118477
5, 5, 0.000123976
5, 5, 0.000121724
5, 5, 0.000120734
5, 5, 0.000168003
5, 5, 0.000142764
5, 5, 0.000172464
5, 5, 0.000135390
5, 5, 0.000127289
5, 5, 0.000119048
5, 5, 0.000120530
5, 5, 0.000122322
5, 5, 0.000124959
5, 5, 0.000120554
5, 5, 0.000114189
5, 5, 0.000112439
5, 5, 0.000117714
5, 5, 0.000112311
5, 5, 0.000114437
5, 5, 0.000113612
5, 5, 0.000119803
5, 5, 0.000115032
5, 5, 0.000113933
5, 5, 0.000115787
5, 5, 0.000116096
5, 5, 0.000120516
5, 5, 0.000121142
5, 5, 0.000119015
5, 5, 0.000113554
5, 5, 0.000118579
5, 5, 0.000117897
5, 5, 0.000110755
5, 5, 0.000109184
5, 5, 0.000115682
5, 5, 0.000162894
5, 5, 0.000145581
5, 5, 0.000120898
5, 5, 0.000112957
5, 5, 0.000112703
5, 5, 0.000121925
5, 5, 0.000113010
5, 5, 0.000111761
5, 5, 0.000115790
5, 5, 0.000119740
5, 5, 0.000117212
5, 5, 0.000111575
5, 5, 0.000126734
5, 5, 0.000113549
5, 5, 0.000115170
5, 5, 0.000112678
5, 5, 0.000206950
5, 5, 0.000129097
5, 5, 0.000115995
5, 5, 0.000114425
5, 5, 0.000134756
5, 5, 0.000133752
5, 5, 0.000120085
5, 5, 0.000152822
5, 5, 0.000132269
5, 5, 0.000123698
5, 5, 0.000124371
5, 5, 0.000124320
5, 5, 0.000124519
5, 5, 0.000122350
5, 5, 0.000124890
5, 5, 0.000129325
5, 5, 0.000120030
5, 5, 0.000119488
5, 5, 0.000123539
5, 5, 0.000126192
5, 5, 0.000118885
5, 5, 0.000119535
5, 5, 0.000117737
5, 5, 0.000115128
5, 5, 0.000116773
5, 5, 0.000115900
5, 5, 0.000128293
5, 5, 0.000130370
5, 5, 0.000123274
5, 5, 0.000153626
5, 5, 0.000122038
5, 5, 0.000118481
5, 5, 0.000122549
5, 5, 0.000119511
5, 5, 0.000114721
5, 5, 0.000113084
5, 5, 0.000113661
5, 5, 0.000115939
5, 5, 0.000111891
5, 5, 0.000113702
5, 5, 0.000111119
5, 5, 0.000110715
5, 5, 0.000118863
5, 5, 0.000113589
5, 5, 0.000112923
5, 5, 0.000116613
5, 5, 0.000111791
5, 5, 0.000121257
5, 5, 0.000117076
5, 5, 0.000119106
5, 5, 0.000118644
5, 5, 0.000130111
5, 5, 0.000125769
5, 5, 0.000123477
5, 5, 0.000180936
5, 5, 0.000132745
5, 5, 0.000126473
5, 5, 0.000129077
5, 5, 0.000119945
5, 5, 0.000120494
5, 5, 0.000133735
5, 5, 0.000123018
5, 5, 0.000119813
5, 5, 0.000120275
5, 5, 0.000124410
5, 5, 0.000122308
5, 5, 0.000130436
5, 5, 0.000113217
5, 5, 0.000111638
5, 5, 0.000109510
5, 5, 0.000117682
5, 5, 0.000112469
5, 5, 0.000120044
5, 5, 0.000117328
5, 5, 0.000119250
5, 5, 0.000143439
5, 5, 0.000129403
5, 5, 0.000123785
5, 5, 0.000141836
5, 5, 0.000121239
5, 5, 0.000119052
5, 5, 0.000119954
5, 5, 0.000120956
5, 5, 0.000119356
5, 5, 0.000131853
5, 5, 0.000114857
5, 5, 0.000111385
5, 5, 0.000117043
5, 5, 0.000120039
5, 5, 0.000121147
5, 5, 0.000115011
5, 5, 0.000119256
5, 5, 0.000111181
5, 5, 0.000113552
5, 5, 0.000109524
5, 5, 0.000117702
5, 5, 0.000112657
5, 5, 0.000116516
5, 5, 0.000114406
5, 5, 0.000115601
5, 5, 0.000114585
5, 5, 0.000112565
5, 5, 0.000139538
5, 5, 0.000117028
5, 5, 0.000114546
5, 5, 0.000111668
5, 5, 0.000140892
5, 5, 0.000122818
5, 5, 0.000144433
5, 5, 0.000118292
5, 5, 0.000117365
5, 5, 0.000119258
5, 5, 0.000129630
5, 5, 0.000112478
5, 5, 0.000116220
5, 5, 0.000118520
5, 5, 0.000114702
5, 5, 0.000117301
5, 5, 0.000117991
5, 5, 0.000114776
5, 5, 0.000111750
5, 5, 0.000113645
5, 5, 0.000117084
5, 5, 0.000109734
5, 5, 0.000114035
5, 5, 0.000113907
5, 5, 0.000122492
5, 5, 0.000111748
5, 5, 0.000127970
5, 5, 0.000173687
5, 5, 0.000128813
5, 5, 0.000120620
5, 5, 0.000120663
5, 5, 0.000118472
5, 5, 0.000113587
5, 5, 0.000117181
5, 5, 0.000115991
5, 5, 0.000180531
5, 5, 0.000136764
5, 5, 0.000115379
5, 5, 0.000117666
5, 5, 0.000120264
5, 5, 0.000117063
5, 5, 0.000129651
5, 5, 0.000113971
5, 5, 0.000138157
5, 5, 0.000122611
5, 5, 0.000140769
5, 5, 0.000123704
5, 5, 0.000126311
5, 5, 0.000263028
5, 5, 0.000140914
5, 5, 0.000122737
5, 5, 0.000117448
5, 5, 0.000148675
5, 5, 0.000142205
5, 5, 0.000140747
5, 5, 0.000132802
5, 5, 0.000124007
5, 5, 0.000122277
5, 5, 0.000120507
5, 5, 0.000118760
